content,军事能力,传奇色彩,政治能力,家庭背景,私德品行,|
黄帝号为有熊,0,0,0,0,0,1
轩辕是黄帝,0,0,0,1,0,0
黄帝到长江，黄帝登熊山,0,0,0,0,0,1
黄帝设置左右大监察诸侯国,0,0,1,0,0,0
黄帝有二十五个儿子，建立自己姓氏的有十四人,0,0,0,0,0,1
诸侯尊奉黄帝,0,0,1,0,0,0
黄帝整顿军旅，,1,0,0,0,0,0
黄帝研究四时节气变化，,0,0,0,0,1,0
黄帝种植五谷，,0,0,0,0,1,0
黄帝安抚民众，,0,0,1,0,0,0
黄帝训练熊罴貔貅貙虎等猛兽，黄帝征服炎帝,1,0,0,0,0,0
黄帝讲解生死的道理，黄帝论述存与亡的原因，,0,0,0,0,1,0
黄帝播种百谷草木，黄帝驯养鸟兽蚕虫，黄帝测定日月星辰，黄帝收取土石金玉，黄帝使用水火木材及各种财物,0,1,1,0,0,0
颛顼帝高阳是黄帝的孙子，昌意的儿子,0,0,0,1,0,0
颛顼养殖各种庄稼牲畜,0,0,1,0,0,0
颛顼有机谋，颛顼知事理,0,0,0,0,1,0
颛顼帝生的儿子叫穷蝉,0,0,0,1,0,0
颛顼利用地力,0,0,1,0,0,0
颛顼推算四时节令，,0,0,1,0,0,0
颛顼制定礼义，,0,0,1,0,0,0
颛顼理顺四时五行之气，,0,0,1,0,0,0
颛顼教化万民,0,0,1,0,0,0
颛顼祭祀鬼神,0,1,0,0,0,0
子婴和他的两个儿子说，丞相赵高在望夷宫杀死二世害怕群臣诛伐他就假装以大义为名立我为王，我听说赵高和楚约定由他消灭秦国宗室在关中称王，我拜见祖庙，赵高想要杀死我。我说有病不去，丞相来我这里，我杀死他,0,0,1,0,0,0
子婴做秦王，楚打垮秦军,1,0,0,0,0,0
赵高说参拜宗庙是大事王为何不去，子婴刺死赵高，子婴处死赵高家的三族,0,0,1,0,0,0
太尉奉天子印玺和符节，孝文皇帝说到代国官邸去商议。大臣们来到代国官邸，说皇子刘弘等都不是孝惠帝的儿子，不应做皇帝奉祀宗庙。大王现在是高帝最大的儿子适合做高帝的继承人。希望大王即位为天子。,0,0,0,1,0,0
吴王假装有病，孝文皇帝赏赐坐几,0,0,0,0,1,0
孝文皇帝让大臣们讨论,0,0,1,0,0,0
孝文皇帝说，楚王是我的叔父，年岁大，阅历丰富，懂得很多天下的道理，明了国家大体。吴王是我的哥哥，吴王喜欢以德待人。淮南王是我的弟弟，淮南王怀美德。淮南王辅佐我，这解决皇帝的继承人。诸侯王宗室弟兄有功的大臣是贤明和有德义的人。传位儿子，人们以为我忘记了贤明有德的人，我不赞成这种做法。,0,0,1,0,1,0
群臣当中如袁盎等人论述事情，皇帝采用他们的建议,0,0,1,0,0,0
孝文皇帝封淮南王舅父赵兼为周阳侯，文皇帝封齐王舅父驷钧为清郭侯，孝文皇帝封原来常山国的丞相蔡为樊侯,0,0,1,0,0,0
孝文皇帝慰劳士卒，训练军队，申明教令，赏赐官兵,1,0,0,0,0,0
孝文皇帝拜谒高庙，右丞相陈平迁徒左丞相，太尉周勃担任右丞相，大将军灌婴担任太尉，旧地归还齐楚,0,0,1,0,0,0
孝文皇帝说，我并不英明，不能远施德泽所以致使中原以外的国家不得安宁。这两种过错是由于我缺少道德，不能使德泽流布远方。匈奴杀死很多官吏和民众，边区的官员和将领不能理解我内在的心意，边区的官员和将领加重我的不德。我操劳天下大事，我感到愁苦,0,0,0,0,1,0
丞相陈平太尉周勃等迎接孝文皇帝，孝文皇帝询问左右近臣郎中令张武等人的意见,0,0,1,0,0,0
孝文皇帝说，我听说法律公正则百姓忠厚，论罪量刑得当则百姓顺从。管理百姓而引导他们向善的是官吏，官吏采用不公正的法律，我看不出这种法律有什么方便的地方。官员们说，皇帝加于民众的恩惠浩荡，德泽非常深厚，不是我们臣下所能赶得上的。官员们奉诏书废除一些互相连坐的法令,0,0,1,0,1,0
孝文皇帝说，汉朝和匈奴结为兄弟，不让它侵害边境，为此输送匈奴的礼物非常丰厚。右贤王离开他的国土，带领部众，改变原来的状态，捕杀官吏。孝文皇帝调发官吏到高奴，孝文皇帝派遣丞相颖阴侯灌婴出击匈奴。匈奴撤离边塞,1,0,1,0,0,0
孝文皇帝说奉祀高帝宗庙是一件重大的事情，我没有才能，我不敢当此重任。大臣们拜伏于地请求，代王谦让。,0,0,0,0,1,0
南越王尉佗自称武帝。孝文皇帝叫尉佗的兄弟，赐予厚禄。尉佗取消帝号，向汉朝称臣,0,0,1,0,1,0
孝文皇帝来到渭桥，大臣们来拜见，孝文皇帝下车答拜,0,0,0,0,1,0
匈奴进入北地郡，匈奴占据黄河以南,0,0,0,0,0,1
孝文皇帝赏赐老人,0,0,0,0,1,0
匈奴三万人进入上郡。孝文皇帝以中大夫令勉为车骑将军，将军张武屯守北地，祝兹侯驻军棘门，防备匈奴。匈奴人撤走。,1,0,0,0,0,0
君子是民众的父母，人们有过错，有的人想要改过向善没有途径，我怜悯这些人。刑罚太重，不符合为民众父母的意思。废除肉刑,0,0,1,0,1,0
大臣们要求把淮南王流放到蜀郡严道邛都一带，孝文皇帝答应。淮南王病死，孝文皇帝怜悯淮南王，孝文皇帝追尊淮南王的三个儿子为淮南王、衡山王、庐江王,0,0,1,0,1,0
孝文皇帝废除宫刑,0,0,0,0,1,0
孝文皇帝说，太尉周勃率领襄平侯纪通进入北军，典客刘揭夺下赵王吕禄的印信，太尉周勃赐予黄金，加封丞相陈平将军灌婴，赐予黄金，加封朱虚侯刘章、襄平侯纪通、东牟侯刘兴，封典客刘揭为阳信侯，赐黄金。,0,0,1,0,0,0
孝文皇帝以绛侯周勃为丞相,0,0,1,0,0,0
孝文皇帝让丞相停止进攻匈奴，孝文皇帝派遣棘蒲侯陈武为大将军，统率军队攻打济北王。祁侯缯贺为将军。,1,0,0,0,0,0
孝文皇帝下达诏令，说，有一个奇异的神物出现在成纪，无害于民，今年会有好收成。我到郊外祭祀天帝和其他各神。掌管礼仪的官员讨论所应举行的礼仪，不要隐讳。孝文皇帝临雍县郊祀五帝，举行祭礼,0,1,1,0,0,0
孝文皇帝罢免右丞相周勃职务，左丞相陈平一人任丞相,0,0,1,0,0,0
孝文皇帝哀怜缇萦的心意,0,0,0,0,1,0
孝文皇帝说：列侯中跟随高帝去蜀、汉中的六十八个人都各加封食邑三百户，过去随从高帝二千石以上的官吏颍川郡郡守尊等十人，各封给食邑六百户，淮阳郡郡守申徒嘉等十人各封给食邑五百户，卫尉定等十人各封给食邑四百户。,0,0,1,0,0,0
孝文皇帝说，官吏安定，恢复官职。反叛又回来的予赦免。,0,0,1,0,1,0
孝文皇帝不占有利益,0,0,0,0,1,0
孝文皇帝去掉肉刑,0,0,0,0,1,0
孝文皇帝召见鲁地的公孙臣，孝文皇帝任命鲁地的公孙臣担任博士,0,0,1,0,0,0
孝文皇帝说，法律上有诽谤妖言之罪，皇帝无从听到自己的过失。废除法令。,0,0,1,0,0,0
孝文皇帝不接受物品,0,0,0,0,1,0
孝文皇帝郊祀渭阳五帝庙，举行祭礼，孝文皇帝决定崇尚赤色,0,1,1,0,0,0
旱灾发生全国，蝗虫为害，孝文皇帝加恩天下，孝文皇帝命令诸侯废弛对山林湖泽的禁令，孝文皇帝减少皇帝的服饰,0,0,0,0,1,0
孝文皇帝去世，遗诏说我听说天下万物生长没有不死亡的，死亡是天地间的常理，财物用于安葬，我不赞成。我无益百姓，人家的父子减少饮食，这加重我的不德。我奉守宗庙，安宁没有战乱，我担心有错误的行为。孝文皇帝下达命令，哭丧三天，不要禁止娶妻嫁女，不要禁止祭祀鬼神，不要禁止饮酒食肉，应该服丧哭吊的人不要穿斩衰的丧服，绖带之围不要超过三寸。任命中尉周亚夫为车骑将军，典属国悍为将屯将军，郎中令张武为复土将军,0,0,0,0,1,0
孝文皇帝临甘泉宫,0,0,0,0,0,1
发生日食。孝文皇帝说，上天生育了万民，君主抚养和治理万民。君主不仁德，施政不公平，上天就以灾异相示，上天告诫君主。发生日食，上天显示谴责之意。我守护宗庙，我处于亿万民众和诸侯王之上。我不能治理和养育万物主灵，我有损日、月、星辰的光辉，我的不仁德是严重。我下达诏令，都要思考我的错误，请求告诉我。推选人纠正我的过失。整顿职责，减少徭役，便利百姓。,0,1,0,0,1,0
孝文皇帝是太后薄氏的儿子,0,0,0,1,0,0
匈奴入边寇掠，匈奴杀死北地郡的都尉孙印。孝文皇帝派中尉周舍为卫将军，郎中令张武为车骑将军，孝文皇帝派遣驻扎,1,0,0,0,0,0
孝文皇帝赐予鳏寡孤独和贫穷困苦的人，以及年龄八十以上的老人、九岁以下的孤儿一定数量的布帛米肉,0,0,0,0,1,0
孝文皇帝做代王，吕后的家族吕产等人想要叛乱推翻刘氏政权，大臣们商量召代王来都城立为皇帝,0,0,1,0,1,0
孝文皇帝说：当大臣诛灭吕氏子弟迎接我的时候，我犹豫不决，大家都阻拦我，只有中尉宋昌劝我，这样我才能够事奉宗庙。孝文皇帝封宋昌为壮武侯,0,0,1,0,1,0
孝文皇帝减少嗜欲,0,0,0,0,1,0
孝文皇帝废除诽谤罪,0,0,1,0,1,0
子某是长子，请立为太子。孝文皇帝答应。孝文皇帝赐予爵一级，孝文皇帝封将军薄昭为轵侯,0,0,1,0,0,0
孝文皇帝得到玉杯，玉杯刻延寿，孝文皇帝开始把这一年改为后元元年，下令天下百姓举行盛大的聚会设宴饮酒,0,0,0,0,1,0
张武等人接受金钱贿赂，孝文皇帝拿自己府库中的金钱赏赐，张武等人内心感到惭愧。张武等人不治罪,0,0,0,0,1,0
孝文皇帝派遣车骑将军薄昭迎接皇太后,0,0,0,0,1,0
孝文皇帝说，农业是天下的根本，各项事情没有比这更为重要的了。免除租税,0,0,1,0,0,0
